,Unnamed: 0,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2351,2394,Honda City 1.5 S MT,2008,114750,Petrol,Manual,2,17.0,1497.0,118.0,5.0,2.75
2352,2395,Ford Endeavour 2.2 Trend MT 4X4,2016,107890,Diesel,Manual,1,13.5,2198.0,157.7,7.0,20.5
2353,2396,Hyundai i20 2015-2017 1.4 Magna ABS,2012,64000,Diesel,Manual,1,21.9,1396.0,90.0,5.0,4.25
2354,2397,Ford EcoSport 1.5 Petrol Trend,2016,21460,Petrol,Manual,1,17.0,1497.0,121.36,5.0,6.0
2355,2398,Hyundai i20 1.2 Sportz,2015,29634,Petrol,Manual,2,17.0,1197.0,80.0,5.0,6.0
2356,2399,Maruti Swift VXI BSIII,2008,52000,Petrol,Manual,1,16.1,1298.0,88.2,5.0,2.41
2357,2400,Honda Jazz V CVT,2015,33000,Petrol,Automatic,1,19.0,1199.0,88.7,5.0,7.25
2358,2401,Volvo XC90 2007-2015 D5 AWD,2014,89230,Diesel,Manual,1,11.1,2400.0,200.0,7.0,23.65
2359,2402,Maruti Baleno Alpha 1.2,2016,27000,Petrol,Manual,1,21.4,1197.0,83.1,5.0,6.5
2360,2403,Mercedes-Benz GLA Class 200 CDI SPORT,2017,72524,Diesel,Automatic,2,17.9,2143.0,136.0,5.0,18.06
2361,2404,Renault KWID RXT,2016,73000,Petrol,Manual,1,25.17,799.0,53.3,5.0,3.2
2362,2405,Ford Figo 2015-2019 1.2P Titanium Opt MT,2017,21740,Petrol,Manual,1,18.16,1196.0,86.8,5.0,6.42
2363,2406,Toyota Fortuner 4x2 Manual,2015,59000,Diesel,Manual,1,13.0,2982.0,168.5,7.0,23.0
2364,2407,Honda City 1.5 S MT,2013,83432,Petrol,Manual,1,17.0,1497.0,118.0,5.0,5.9
2365,2408,Mahindra Scorpio S2 7 Seater,2014,87200,Diesel,Manual,1,15.4,2523.0,75.0,7.0,7.75
2366,2409,BMW 3 Series 320d,2012,88000,Diesel,Automatic,1,13.2,1995.0,170.0,5.0,15.0
2367,2410,Maruti Vitara Brezza ZDi Plus,2017,48324,Diesel,Manual,1,24.3,1248.0,88.5,5.0,9.0
2368,2411,Mercedes-Benz New C-Class C 200 CGI Elegance,2011,51000,Petrol,Automatic,1,11.74,1796.0,186.0,5.0,11.5
2369,2412,Hyundai Verna 1.6 VTVT,2012,24000,Petrol,Manual,2,17.01,1591.0,121.3,5.0,6.2
2370,2413,Hyundai Grand i10 1.2 CRDi Sportz,2017,20773,Diesel,Manual,1,24.0,1186.0,73.97,5.0,5.92
2371,2414,Volkswagen Polo 1.5 TDI Highline,2016,22000,Diesel,Manual,1,20.14,1498.0,88.0,5.0,6.29
2372,2415,Honda Amaze S i-Vtech,2014,66355,Petrol,Manual,1,18.0,1198.0,86.7,5.0,4.12
2373,2416,Honda CR-V 2.4 AT,2007,115800,Petrol,Automatic,3,10.1,2354.0,152.0,5.0,3.8
2374,2417,Hyundai Santro Xing GL Plus,2014,41125,Petrol,Manual,1,17.92,1086.0,62.1,5.0,2.7
2375,2418,Mercedes-Benz B Class B200 CDI,2017,43812,Diesel,Automatic,1,15.0,2143.0,107.3,5.0,20.28
2376,2419,Honda Amaze S i-Vtech,2014,69876,Petrol,Manual,1,18.0,1198.0,86.7,5.0,3.9
2377,2420,Toyota Fortuner 4x2 AT,2014,102000,Diesel,Automatic,2,12.55,2982.0,168.5,7.0,16.5
2378,2421,Hyundai Verna 1.6 VTVT,2011,68000,Petrol,Manual,1,17.01,1591.0,121.3,5.0,3.7
2379,2422,Jaguar XJ 3.0L Portfolio,2016,12000,Diesel,Automatic,1,10.5,2993.0,271.23,4.0,79.0
2380,2423,BMW 3 Series 320d,2013,25000,Diesel,Automatic,1,22.69,1995.0,190.0,5.0,17.99
2381,2424,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,51873,Diesel,Manual,1,21.9,1396.0,88.76,5.0,3.9
2382,2425,Ford Figo Diesel EXI Option,2012,72500,Diesel,Manual,1,18.5,1399.0,68.0,5.0,3.12
2383,2426,Maruti Wagon R LXI BSIII,2007,83000,Petrol,Manual,1,14.0,1061.0,64.0,5.0,1.65
2384,2427,Hyundai Xcent 1.2 Kappa S Option,2015,39871,Petrol,Manual,1,19.1,1197.0,81.86,5.0,3.5
2385,2428,Mahindra Xylo H4,2015,82000,Diesel,Manual,2,14.02,2179.0,118.3,7.0,4.85
2386,2429,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,23152,Diesel,Automatic,1,19.27,2143.0,167.62,5.0,39.22
2387,2430,Hyundai i10 Magna,2007,71600,Petrol,Manual,2,20.36,1197.0,78.9,5.0,2.0
2388,2431,Toyota Fortuner 3.0 Diesel,2010,122000,Diesel,Manual,2,11.5,2982.0,171.0,7.0,10.45
2389,2432,Toyota Camry Hybrid,2016,29277,Petrol,Automatic,1,19.16,2494.0,158.2,5.0,27.0
2390,2433,Ford Figo Diesel ZXI,2011,60000,Diesel,Manual,1,20.0,1399.0,68.0,5.0,2.25
2391,2434,Hyundai Xcent 1.2 Kappa S Option,2014,42000,Petrol,Manual,1,19.1,1197.0,81.86,5.0,3.45
2392,2435,Hyundai i20 Sportz 1.2,2016,61823,Petrol,Manual,1,18.6,1197.0,81.83,5.0,6.14
2393,2438,Maruti Dzire VDI,2011,110000,Diesel,Manual,1,28.4,1248.0,73.75,5.0,4.0
2394,2439,Honda City 1.5 S MT,2010,38446,Petrol,Manual,1,17.0,1497.0,118.0,5.0,2.59
2395,2440,Maruti Baleno Delta 1.3,2017,33000,Diesel,Manual,1,27.39,1248.0,74.0,5.0,6.96
2396,2441,Toyota Etios Liva G,2011,42118,Petrol,Manual,1,18.3,1197.0,113.82763389013172,5.0,2.19
2397,2442,Hyundai EON Era Plus,2016,70000,Petrol,Manual,1,21.1,814.0,55.2,5.0,3.0
2398,2443,Volkswagen Polo 1.5 TDI Highline,2012,68038,Diesel,Manual,1,20.14,1498.0,88.0,5.0,3.6
2399,2444,Chevrolet Beat Diesel LS,2014,55012,Diesel,Manual,2,25.44,936.0,57.6,5.0,3.7
2400,2445,BMW 5 Series 520d Luxury Line,2013,55000,Diesel,Automatic,1,22.48,1995.0,190.0,5.0,21.75
2401,2446,Mercedes-Benz GLC 220d 4MATIC Sport,2017,25000,Diesel,Automatic,1,17.9,2143.0,170.0,5.0,45.0
2402,2447,Maruti Alto K10 VXI,2011,46808,Petrol,Manual,2,24.07,998.0,67.1,5.0,3.19
2403,2448,Hyundai Xcent 1.2 VTVT S,2015,65743,Petrol,Manual,1,20.14,1197.0,81.86,5.0,6.2
2404,2449,Hyundai i10 Magna 1.1,2013,64466,Petrol,Manual,1,19.81,1086.0,68.05,5.0,3.96
2405,2450,Tata Indica DLS,2009,75648,Diesel,Manual,1,13.5,1405.0,113.82763389013172,5.0,0.82
2406,2451,Maruti Swift Dzire Tour LDI,2016,80000,Diesel,Manual,1,23.4,1248.0,74.0,5.0,4.5
2407,2452,Hyundai Xcent 1.2 CRDi E Plus,2017,69000,Diesel,Manual,1,25.4,1186.0,73.97,5.0,3.55
2408,2453,Nissan Sunny Diesel XV,2014,79200,Diesel,Manual,1,22.71,1461.0,84.8,5.0,5.5
2409,2454,Hyundai Creta 1.6 SX Option,2016,29477,Petrol,Manual,1,15.8,1591.0,121.3,5.0,10.25
2410,2455,Toyota Fortuner 2.8 2WD AT,2017,40000,Diesel,Automatic,1,12.9,2755.0,174.5,7.0,30.0
2411,2456,Maruti Ritz VXi,2014,25000,Petrol,Manual,2,18.5,1197.0,85.8,5.0,3.5
2412,2457,Renault Pulse RxL,2014,67668,Diesel,Manual,1,23.08,1461.0,63.12,5.0,3.1
2413,2458,Skoda Fabia 1.2 MPI Ambiente Petrol,2010,78000,Petrol,Manual,1,17.5,1198.0,75.0,5.0,3.25
2414,2459,Ford EcoSport 1.5 Diesel Titanium,2017,30000,Diesel,Manual,1,23.0,1498.0,98.96,5.0,8.99
2415,2460,Volkswagen Vento Petrol Comfortline,2015,70623,Petrol,Manual,1,15.04,1598.0,103.6,5.0,3.99
2416,2461,Nissan Terrano XV 110 PS,2015,54000,Diesel,Manual,2,19.01,1461.0,108.5,5.0,6.0
2417,2462,Audi Q3 2012-2015 35 TDI Quattro Premium,2015,48000,Diesel,Automatic,1,15.73,1968.0,174.33,5.0,18.25
2418,2463,Toyota Innova 2.5 GX (Diesel) 7 Seater,2012,62000,Diesel,Manual,1,12.99,2494.0,100.0,7.0,7.75
2419,2464,Tata Zest Revotron 1.2T XE,2017,47000,Petrol,Manual,2,17.57,1193.0,88.7,5.0,4.5
2420,2465,Toyota Fortuner 3.0 Diesel,2014,171000,Diesel,Manual,1,11.5,2982.0,171.0,7.0,16.75
2421,2466,BMW X3 xDrive20d,2012,108000,Diesel,Automatic,1,16.09,1995.0,184.0,5.0,17.5
2422,2467,Maruti SX4 S Cross DDiS 320 Zeta,2016,41000,Diesel,Manual,1,22.7,1598.0,118.0,5.0,7.7
2423,2468,Honda City 1.5 S MT,2012,66000,Petrol,Manual,2,17.0,1497.0,118.0,5.0,4.45
2424,2469,Maruti Swift Dzire LDI,2015,144000,Diesel,Manual,1,26.59,1248.0,74.0,5.0,5.25
2425,2470,BMW 3 Series 320d M Sport,2017,23806,Diesel,Automatic,1,22.69,1995.0,190.0,5.0,33.66
2426,2471,Nissan Micra XV CVT,2013,89000,Petrol,Automatic,2,19.34,1198.0,76.0,5.0,2.8
2427,2472,Maruti Baleno Zeta Automatic,2018,38852,Petrol,Automatic,1,21.4,1197.0,83.1,5.0,8.47
2428,2473,Maruti Ciaz ZDi Plus,2018,68737,Diesel,Manual,1,26.21,1248.0,88.5,5.0,9.32
2429,2474,Mercedes-Benz CLA 200 CDI Style,2017,23106,Diesel,Automatic,1,17.9,2143.0,136.0,5.0,27.43
2430,2475,Honda Mobilio RS i DTEC,2015,31250,Diesel,Manual,1,24.5,1498.0,98.6,7.0,6.5
2431,2476,Toyota Innova 2.5 GX (Diesel) 8 Seater,2014,77795,Diesel,Manual,1,12.99,2494.0,100.6,8.0,9.5
2432,2477,Jaguar XF 3.0 Litre S Premium Luxury,2015,47759,Diesel,Automatic,1,14.74,2993.0,270.9,5.0,31.8
2433,2478,Toyota Etios Petrol TRD Sportivo,2013,67620,Petrol,Manual,2,17.6,1496.0,88.8,5.0,4.2
2434,2479,Chevrolet Beat Diesel LS,2013,44378,Diesel,Manual,1,25.44,936.0,57.6,5.0,3.85
2435,2480,Honda Accord 2.4 M/T,2012,64709,Petrol,Manual,2,12.8,2354.0,177.6,5.0,6.0
2436,2481,Maruti Alto LXi,2007,76161,Petrol,Manual,1,19.7,796.0,46.3,5.0,1.65
2437,2482,Skoda Octavia Ambition 2.0 TDI AT,2013,58410,Diesel,Automatic,1,19.3,1968.0,141.0,5.0,14.5
2438,2483,Toyota Innova 2.5 V Diesel 7-seater,2011,72000,Diesel,Manual,1,12.8,2494.0,102.0,7.0,7.1
2439,2484,Audi A4 35 TDI Premium Sport,2016,11000,Diesel,Automatic,1,17.11,1968.0,174.33,5.0,28.0
2440,2485,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,45362,Diesel,Manual,1,24.3,1248.0,88.5,5.0,9.38
2441,2486,Hyundai Grand i10 Sportz,2016,59767,Petrol,Manual,1,18.9,1197.0,82.0,5.0,4.78
2442,2487,Toyota Corolla DX,2003,70000,Petrol,Manual,2,13.4,1794.0,125.0,5.0,1.7
2443,2488,Tata Hexa XTA,2019,14233,Diesel,Automatic,1,17.6,2179.0,153.86,7.0,17.85
2444,2489,Hyundai i20 2015-2017 1.2 Asta,2010,72000,Petrol,Manual,2,17.0,1197.0,80.0,5.0,2.75
2445,2490,Hyundai Verna 1.6 SX VTVT,2014,11000,Petrol,Manual,1,17.01,1591.0,121.3,5.0,5.95
2446,2491,Maruti Omni 8 Seater BSIV,2011,39000,Petrol,Manual,1,14.0,796.0,35.0,5.0,1.5
2447,2492,Maruti Alto 800 2016-2019 VXI,2019,19855,Petrol,Manual,1,24.7,796.0,47.3,5.0,3.8
2448,2493,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2017,20149,Diesel,Automatic,1,19.27,2143.0,167.62,5.0,38.5
2449,2494,Hyundai i10 Era 1.1,2011,70000,Petrol,Manual,1,19.81,1086.0,68.05,5.0,2.15
2450,2495,Skoda Superb Style 1.8 TSI AT,2010,62004,Petrol,Automatic,2,14.67,1798.0,177.46,5.0,3.75
2451,2496,Volkswagen Vento 1.5 TDI Highline AT,2016,25500,Diesel,Automatic,1,21.5,1498.0,108.5,5.0,8.95
2452,2497,Maruti Swift VDI BSIV,2013,68800,Diesel,Manual,1,17.8,1248.0,113.82763389013172,5.0,5.0
2453,2498,Honda Civic 2010-2013 1.8 V MT,2010,61700,Petrol,Manual,1,14.8,1799.0,130.2,5.0,2.95
2454,2499,BMW 3 Series 320i Sedan,2010,59660,Petrol,Automatic,1,12.05,1995.0,154.0,5.0,10.49
2455,2500,Hyundai Santro Xing GLS,2007,69775,Petrol,Manual,2,17.92,1086.0,62.1,5.0,1.85
2456,2501,Maruti Swift VDI BSIV,2016,51787,Diesel,Manual,1,17.8,1248.0,113.82763389013172,5.0,6.45
2457,2502,Honda Accord 2001-2003 2.3 VTi L AT,2009,88000,Petrol,Automatic,1,11.1,2354.0,142.0,5.0,5.25
2458,2503,Maruti Ertiga VDI,2014,47052,Diesel,Manual,1,20.77,1248.0,88.76,7.0,5.99
2459,2504,Ford Fiesta Classic 1.4 Duratorq LXI,2015,69749,Diesel,Manual,1,18.6,1388.0,67.0,5.0,3.82
2460,2505,Audi Q7 3.0 TDI Quattro Premium Plus,2012,79000,Diesel,Automatic,1,12.07,2967.0,241.4,7.0,39.0
2461,2506,Audi A4 35 TDI Premium,2016,39644,Diesel,Automatic,1,17.11,1968.0,174.33,5.0,25.75
2462,2507,Tata Indica Vista Quadrajet VX,2012,137800,Diesel,Manual,1,22.3,1248.0,74.0,5.0,2.2
2463,2508,Hyundai Verna CRDi ABS,2008,120000,Diesel,Manual,2,18.1,1493.0,110.0,5.0,2.0
2464,2509,Mercedes-Benz E-Class E 220 d,2018,11000,Diesel,Automatic,1,16.1,1950.0,194.0,5.0,56.5
2465,2510,BMW 3 Series 320d Luxury Line,2014,18600,Diesel,Automatic,2,22.69,1995.0,190.0,5.0,21.0
2466,2511,Hyundai Grand i10 CRDi Asta,2014,116905,Diesel,Manual,1,24.0,1120.0,70.0,5.0,4.0
2467,2512,Hyundai i10 Sportz AT,2011,32824,Petrol,Automatic,1,16.95,1197.0,78.9,5.0,3.83
2468,2513,Maruti Swift VXi BSIV,2016,19148,Petrol,Manual,1,16.1,1197.0,85.0,5.0,5.89
2469,2514,Hyundai Santro Xing GLS,2010,35008,Petrol,Manual,1,17.92,1086.0,62.1,5.0,1.36
2470,2515,BMW 6 Series Gran Coupe,2013,21000,Diesel,Automatic,2,17.54,2993.0,313.0,4.0,44.0
2471,2517,Hyundai Verna 1.4 VTVT,2016,36000,Petrol,Manual,1,17.43,1396.0,105.5,5.0,8.0
2472,2518,Maruti Swift Dzire ZDI,2012,56121,Diesel,Manual,1,23.4,1248.0,74.0,5.0,4.25
2473,2519,Maruti Swift VDI,2018,30000,Diesel,Manual,1,28.4,1248.0,74.0,5.0,6.0
2474,2520,Skoda Octavia 2.0 TDI AT Style Plus,2016,31021,Diesel,Automatic,1,19.5,1968.0,141.0,5.0,16.61
2475,2521,Renault Duster 110PS Diesel RxL,2013,52600,Diesel,Manual,1,19.6,1461.0,108.45,5.0,7.26
2476,2522,Mahindra Scorpio 2.6 CRDe,2005,60000,Diesel,Manual,1,10.5,2179.0,120.0,8.0,4.0
2477,2523,BMW 5 Series 2013-2017 520d Luxury Line,2016,44001,Diesel,Automatic,1,18.12,1995.0,190.0,5.0,34.51
2478,2524,Maruti Wagon R VXI BSIII,2003,101000,Petrol,Manual,3,17.3,1061.0,64.0,5.0,0.95
2479,2525,Maruti Wagon R LXI BSIII,2007,84169,Petrol,Manual,1,14.0,1061.0,64.0,5.0,2.2
2480,2526,Hyundai i20 Sportz 1.2,2017,14001,Petrol,Manual,1,18.6,1197.0,81.83,5.0,5.75
2481,2528,Land Rover Discovery SE 3.0 TD6,2016,59000,Diesel,Automatic,1,18.0,2993.0,255.0,7.0,36.75
2482,2529,Mercedes-Benz New C-Class 230 Avantgarde,2009,29000,Petrol,Automatic,2,11.7,1796.0,178.0,5.0,10.0
2483,2531,Nissan Sunny 2011-2014 Diesel XV,2012,38800,Diesel,Manual,1,21.64,1461.0,84.8,5.0,4.05
2484,2532,Audi Q7 3.0 TDI quattro,2011,98000,Diesel,Automatic,1,12.07,2967.0,241.4,7.0,22.0
2485,2533,Mercedes-Benz CLA 200 CDI Sport,2017,20969,Diesel,Automatic,1,17.9,2143.0,136.0,5.0,27.87
2486,2534,Maruti Vitara Brezza ZDi,2018,2900,Diesel,Manual,1,24.3,1248.0,88.5,5.0,8.75
2487,2535,Maruti Swift Dzire Vdi BSIV,2016,69000,Diesel,Manual,1,19.3,1248.0,73.9,5.0,4.79
2488,2536,Skoda Rapid 1.5 TDI Ambition,2018,5833,Diesel,Manual,1,21.13,1498.0,108.4,5.0,11.92
2489,2537,Audi Q7 35 TDI Quattro Technology,2016,28733,Diesel,Automatic,2,12.07,2967.0,241.4,7.0,53.11
2490,2538,Maruti Wagon R LXI,2006,145000,Petrol,Manual,1,18.9,998.0,67.1,5.0,1.15
2491,2539,Honda City i DTEC VX Option,2014,71000,Diesel,Manual,1,25.1,1498.0,98.6,5.0,7.45
2492,2540,Hyundai EON Magna Plus,2017,12000,Petrol,Manual,1,21.1,814.0,55.2,5.0,3.5
2493,2541,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,2018,21603,Diesel,Automatic,1,13.0,2987.0,265.0,5.0,70.15
2494,2543,BMW 3 Series 320d,2013,58000,Diesel,Automatic,1,13.2,1995.0,170.0,5.0,19.5
2495,2544,BMW 3 Series 318i Sedan,2012,39000,Petrol,Automatic,2,12.05,1995.0,154.0,5.0,15.0
2496,2545,Mahindra NuvoSport N8,2017,37712,Diesel,Manual,1,17.45,1493.0,100.0,7.0,7.57
2497,2546,Maruti Ritz VXi,2012,68000,Petrol,Manual,1,18.5,1197.0,85.8,5.0,4.4
2498,2547,BMW X6 xDrive 40d M Sport,2016,25000,Diesel,Automatic,1,15.87,2993.0,308.43,5.0,60.0
2499,2548,Chevrolet Beat LT,2010,30000,Petrol,Manual,1,18.6,1199.0,79.4,5.0,1.6
2500,2549,Maruti Swift Dzire VXI,2014,68218,Petrol,Manual,1,19.1,1197.0,85.8,5.0,4.9
2501,2550,Maruti Ertiga ZDI,2014,52000,Diesel,Manual,1,20.77,1248.0,88.8,7.0,5.95
2502,2551,Renault Duster 85PS Diesel RxL,2015,63591,Diesel,Manual,1,20.45,1461.0,83.8,5.0,5.35
2503,2552,Honda Amaze VX AT i-Vtech,2014,57937,Petrol,Automatic,1,15.5,1198.0,86.7,5.0,5.4
2504,2553,Audi A4 2.0 TDI Premium Sport Limited Edition,2015,21979,Diesel,Automatic,1,17.11,1968.0,174.33,5.0,23.45
2505,2554,Skoda Octavia Ambiente 1.9 TDI MT,2002,99000,Diesel,Manual,2,18.7,1896.0,66.0,5.0,1.9
2506,2555,Honda Amaze E i-Dtech,2016,62000,Diesel,Manual,1,25.8,1498.0,98.6,5.0,6.1
2507,2556,Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,2006,127001,Diesel,Manual,1,12.8,2494.0,102.0,8.0,4.95
2508,2557,Hyundai EON D Lite Plus,2013,84600,Petrol,Manual,2,21.1,814.0,55.2,5.0,2.5
2509,2558,Datsun redi-GO T Option,2018,30953,Petrol,Manual,1,22.7,799.0,53.64,5.0,3.48
2510,2559,Maruti Swift VDI,2012,78000,Diesel,Manual,1,22.9,1248.0,74.0,5.0,4.4
2511,2560,Mitsubishi Pajero 2.8 GLX Sports,2008,85000,Diesel,Manual,1,9.5,2835.0,118.6,6.0,7.99
2512,2561,Volvo S80 D5,2008,79000,Diesel,Automatic,1,13.1,2400.0,215.0,5.0,10.99
2513,2562,Toyota Fortuner 4x2 AT,2014,79000,Diesel,Automatic,1,12.55,2982.0,168.5,7.0,18.5
2514,2563,Jeep Compass 2.0 Limited 4X4,2018,48188,Diesel,Manual,1,16.3,1956.0,170.0,5.0,21.69
2515,2564,Maruti Swift Dzire VDI,2014,67557,Diesel,Manual,1,23.4,1248.0,74.0,5.0,5.17
2516,2565,Hyundai Verna 1.6 SX,2011,103814,Diesel,Manual,2,22.32,1582.0,126.32,5.0,4.5
2517,2566,Mahindra Scorpio VLX 2WD BSIV,2014,45128,Diesel,Manual,1,12.05,2179.0,120.0,8.0,6.75
2518,2567,Hyundai i10 Era,2013,56075,Petrol,Manual,1,19.81,1086.0,68.05,5.0,3.12
2519,2568,Toyota Innova 2.5 G (Diesel) 8 Seater,2011,166000,Diesel,Manual,1,12.99,2494.0,100.6,8.0,8.25
2520,2569,Toyota Innova Crysta 2.8 ZX AT,2017,65367,Diesel,Automatic,1,11.36,2755.0,171.5,7.0,20.14
2521,2570,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,114708,Diesel,Manual,1,12.99,2494.0,100.0,8.0,12.6
2522,2571,Maruti Swift Dzire ZDI,2015,35082,Diesel,Manual,1,23.4,1248.0,74.0,5.0,6.61
2523,2572,Hyundai Creta 1.6 CRDi AT SX Plus,2016,38593,Diesel,Automatic,1,17.01,1582.0,126.2,5.0,13.23
2524,2573,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,70700,Diesel,Manual,1,12.99,2494.0,100.0,8.0,4.75
2525,2574,Volkswagen Vento Diesel Highline,2011,83000,Diesel,Manual,2,20.54,1598.0,103.6,5.0,2.9
2526,2575,Chevrolet Tavera LS B3 10 Seats BSIII,2015,120000,Diesel,Manual,1,14.8,2499.0,80.0,10.0,5.5
2527,2576,Mahindra Ssangyong Rexton RX7,2014,91586,Diesel,Automatic,2,11.18,2696.0,184.0,7.0,9.47
2528,2577,Hyundai i10 Magna,2008,38235,Petrol,Manual,1,20.36,1197.0,78.9,5.0,1.95
2529,2578,Hyundai i10 Sportz 1.2,2011,37000,Petrol,Manual,1,20.36,1197.0,78.9,5.0,2.2
2530,2579,Hyundai Santro Xing XG eRLX Euro III,2006,50888,Petrol,Manual,1,17.0,1086.0,113.82763389013172,5.0,1.15
2531,2580,Honda Amaze S i-Vtech,2013,44000,Petrol,Manual,2,18.0,1198.0,86.7,5.0,4.35
2532,2581,Maruti Celerio ZXI AT,2016,54000,Petrol,Automatic,1,23.1,998.0,67.04,5.0,4.5
2533,2582,Hyundai Grand i10 Asta,2013,90000,Petrol,Manual,1,18.9,1197.0,82.0,5.0,3.55
2534,2583,Maruti Swift Dzire VDi,2015,35000,Diesel,Manual,1,19.3,1248.0,73.9,5.0,4.75
2535,2584,Hyundai i10 Sportz,2012,47324,Petrol,Manual,2,20.36,1197.0,78.9,5.0,4.52
2536,2585,BMW X1 sDrive 20d Exclusive,2012,65148,Diesel,Automatic,1,15.06,1995.0,177.0,5.0,12.75
2537,2586,Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,57773,Diesel,Automatic,2,17.11,1968.0,174.33,5.0,20.04
2538,2587,Nissan Terrano XL 85 PS,2014,87000,Diesel,Manual,1,20.45,1461.0,83.8,5.0,6.5
2539,2588,Mitsubishi Montero 3.2 GLS,2007,179032,Diesel,Manual,1,11.56,3200.0,199.3,7.0,7.5
2540,2589,Maruti Wagon R VXI AMT,2016,8000,Petrol,Automatic,1,22.5,998.0,67.0,5.0,4.15
2541,2590,Honda Civic 2006-2010 1.8 (E) MT,2007,77000,Petrol,Manual,1,13.5,1799.0,130.0,5.0,2.5
2542,2591,Hyundai i20 2015-2017 Magna 1.2,2016,20600,Petrol,Manual,1,18.6,1197.0,81.83,5.0,5.4
2543,2592,Maruti Alto K10 VXI,2016,13198,Petrol,Manual,1,24.07,998.0,67.1,5.0,3.15
2544,2593,Audi Q7 35 TDI Quattro Technology,2015,21000,Diesel,Automatic,2,12.07,2967.0,241.4,7.0,52.5
2545,2594,Hyundai i20 Sportz Option 1.2,2016,38000,Petrol,Manual,1,18.6,1197.0,81.83,5.0,5.95
2546,2595,Tata Tiago AMT 1.2 Revotron XZA,2019,15379,Petrol,Automatic,1,23.84,1199.0,83.83,5.0,6.97
2547,2596,Hyundai i10 Sportz 1.2,2011,60000,Petrol,Manual,1,20.36,1197.0,78.9,5.0,3.2
2548,2597,Hyundai Santro Xing XP,2007,70000,Petrol,Manual,1,19.330834572095963,1086.0,113.82763389013172,5.0,1.12
2549,2598,Renault Duster 85PS Diesel RxL Optional,2013,75371,Diesel,Manual,1,20.46,1461.0,83.8,5.0,6.69
2550,2599,Tata Xenon XT EX 4X4,2014,60000,Diesel,Manual,2,13.49,2179.0,138.03,5.0,5.9
2551,2600,Hyundai i20 Magna,2009,30675,Petrol,Manual,1,18.5,1197.0,80.0,5.0,2.25
2552,2601,Maruti Swift Dzire VDI,2013,22000,Diesel,Manual,1,23.4,1248.0,74.0,5.0,4.5
2553,2602,Hyundai EON Magna,2015,55000,Petrol,Manual,1,22.0,814.0,55.0,5.0,2.61
2554,2603,Mercedes-Benz New C-Class 220 CDI AT,2010,74213,Diesel,Automatic,1,14.84,2143.0,170.0,5.0,11.5
2555,2604,Mini Cooper Convertible S,2016,15000,Petrol,Automatic,1,16.82,1998.0,189.08,4.0,35.0
2556,2605,Tata Nano Cx,2010,57000,Petrol,Manual,1,26.0,624.0,35.0,4.0,0.5
2557,2606,Maruti Ciaz ZDi Plus,2015,62144,Diesel,Manual,2,26.21,1248.0,88.5,5.0,5.75
2558,2607,Hyundai Verna CRDi 1.6 SX Option,2017,50000,Diesel,Manual,1,22.0,1582.0,126.2,5.0,11.5
2559,2608,Hyundai EON Era Plus,2015,38000,Petrol,Manual,1,21.1,814.0,55.2,5.0,2.75
2560,2609,BMW 5 Series 2013-2017 520d Luxury Line,2016,30000,Diesel,Automatic,2,18.12,1995.0,190.0,5.0,31.5
2561,2610,Honda Brio S MT,2016,38735,Petrol,Manual,1,19.4,1198.0,86.8,5.0,4.92
2562,2611,Maruti Ritz VDi,2012,23598,Diesel,Manual,1,23.2,1248.0,73.94,5.0,3.52
2563,2612,BMW 3 Series 320d Prestige,2014,70000,Diesel,Automatic,1,18.88,1995.0,184.0,5.0,17.55
2564,2613,Maruti Swift Dzire LDI,2016,39000,Diesel,Manual,1,26.59,1248.0,74.0,5.0,5.8
2565,2614,Maruti Swift Dzire VDI,2013,84175,Diesel,Manual,1,23.4,1248.0,74.0,5.0,6.95
2566,2615,Renault Scala RxL,2013,45000,Petrol,Manual,1,16.95,1498.0,97.6,5.0,2.4
2567,2616,Chevrolet Cruze LTZ AT,2013,59302,Diesel,Automatic,1,14.39,1998.0,163.7,5.0,5.25
2568,2617,Maruti Swift Dzire ZXi,2012,55002,Petrol,Manual,1,17.5,1298.0,85.8,5.0,4.25
2569,2618,Tata Indigo CS LX (TDI) BS III,2008,128813,Diesel,Manual,1,19.09,1396.0,69.0,5.0,1.5
2570,2619,Hyundai Grand i10 CRDi Sportz,2016,46522,Diesel,Manual,1,24.0,1120.0,70.0,5.0,4.5
2571,2620,Tata Indica Vista Quadrajet LS,2014,180000,Diesel,Manual,1,22.3,1248.0,74.0,5.0,2.5
2572,2621,Ford Fiesta 1.4 TDCi EXI,2006,89326,Diesel,Manual,3,17.8,1399.0,68.0,5.0,1.55
2573,2622,Renault Duster 85PS Diesel RxE,2016,54000,Diesel,Manual,1,19.87,1461.0,83.8,5.0,6.5
